,Unnamed: 0,scientificName,taxonKey,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,occurrenceStatus,continent,countryCode,stateProvince,island,decimalLatitude,decimalLongitude,elevation,elevationAccuracy,coordinateUncertaintyInMeters,eventDate,year,month,day,datetime,date,thetao,so,mlotst,uo,vo,chl,phyc,o2
35,592,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,ID,Sulawesi Tenggara,,-5.273259,123.53426,,,31384.0,2023-06-10T15:48,2023.0,6.0,10.0,2023-06-10 15:48:00+00:00,2023-06-10,28.42097,33.953674,12.8497095,-0.50853175,-0.100367494,0.10726904,1.2123122,201.56447
36,593,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,TH,Rayong,,12.801785,101.414342,,,31057.0,2023-07-06T06:03:16,2023.0,7.0,6.0,2023-07-06 06:03:16+00:00,2023-07-06,,,,,,,,
37,594,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,CN,Guangdong,,23.519892,117.054545,,,30175.0,2023-09-10T11:48:38,2023.0,9.0,10.0,2023-09-10 11:48:38+00:00,2023-09-10,27.012453,32.17466,10.117628,0.10623944,0.03415851,4.2560983,16.59616,235.6885
38,595,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,TH,Prachuap Khiri Khan,,12.507724,99.876729,,,31081.0,2023-10-26T15:03:47,2023.0,10.0,26.0,2023-10-26 15:03:47+00:00,2023-10-26,,,,,,0.51341164,3.2431877,202.89
39,596,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,ID,Jawa Barat,,-6.307844,107.612364,,,31356.0,2023-11-11T08:42:54,2023.0,11.0,11.0,2023-11-11 08:42:54+00:00,2023-11-11,,,,,,,,
40,597,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.106866,34.750308,,,,2023-11-08,2023.0,11.0,8.0,2023-11-08 00:00:00+00:00,2023-11-08,26.256779,39.350506,10.256597,-0.017542254,-0.0125698,,,
41,598,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.603824,34.894168,,,,2023-11-10,2023.0,11.0,10.0,2023-11-10 00:00:00+00:00,2023-11-10,,,,,,,,
42,599,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,TW,Taiwan,,23.141636,121.240151,,,30217.0,2023-12-29T13:48:49,2023.0,12.0,29.0,2023-12-29 13:48:49+00:00,2023-12-29,,,,,,,,
43,600,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,SG,East,,1.323123,103.877341,,,31447.0,2023-12-26T11:07:44,2023.0,12.0,26.0,2023-12-26 11:07:44+00:00,2023-12-26,,,,,,0.27054605,1.7923056,203.59787
44,601,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.219564,34.79881,,,,2023-12-17,2023.0,12.0,17.0,2023-12-17 00:00:00+00:00,2023-12-17,,,,,,0.373148,2.6442888,217.44897
45,602,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,ID,Sulawesi Utara,,1.763432,125.010991,,,31444.0,2023-12-01T10:44,2023.0,12.0,1.0,2023-12-01 10:44:00+00:00,2023-12-01,,,,,,0.1425787,1.4254414,204.09187
46,824,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,PH,Camarines Sur,,13.676092,123.693876,,,122.0,2023-06-29T16:13,2023.0,6.0,29.0,2023-06-29 16:13:00+00:00,2023-06-29,30.872793,34.075855,12.532124,0.044995304,0.012698956,,,
47,825,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,LK,Gampaha,,7.202829,79.828829,,,50.0,2023-12-21T06:19,2023.0,12.0,21.0,2023-12-21 06:19:00+00:00,2023-12-21,29.641975,33.461685,6.796646,-0.12564318,0.07939235,0.5854058,3.4360664,206.38191
48,826,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,IN,,,9.931233,76.267304,,,,2023-12-03,2023.0,12.0,3.0,2023-12-03 00:00:00+00:00,2023-12-03,30.766422,33.794136,7.209237,0.017742608,-0.036215845,,,
49,1011,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,Adult,PRESENT,ASIA,CN,Zhejiang,,30.138523,122.75993,,,38.0,2023-08-16T19:08:01,2023.0,8.0,16.0,2023-08-16 19:08:01+00:00,2023-08-16,29.016237,29.830385,10.463023,-0.029692376,-0.2119361,0.3319925,2.8384874,205.3907
50,1012,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,KR,Jeju,,33.241917,126.523316,,,28984.0,2023-10-13T15:00,2023.0,10.0,13.0,2023-10-13 15:00:00+00:00,2023-10-13,,,,,,,,
51,1013,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,TW,Tainan,,22.918426,120.200269,,,50.0,2023-11-25T11:04,2023.0,11.0,25.0,2023-11-25 11:04:00+00:00,2023-11-25,25.726871,33.69714,13.230178,-0.14790589,0.056886397,,,
52,1014,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,JP,Wakayama,,34.199397,135.09672,,,4279.0,2023-11-04,2023.0,11.0,4.0,2023-11-04 00:00:00+00:00,2023-11-04,21.983213,32.305992,10.46302,-0.057852976,-0.053563245,1.5382284,8.271921,244.20007
53,11,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,Adult,PRESENT,ASIA,PH,Camarines Sur,,13.710148,123.597992,,,122.0,2024-02-09T06:39,2024.0,2.0,9.0,2024-02-09 06:39:00+00:00,2024-02-09,,,,,,,,
54,12,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,PH,Oriental Mindoro,,13.4999,120.955795,,,9.0,2024-04-25T13:32:30,2024.0,4.0,25.0,2024-04-25 13:32:30+00:00,2024-04-25,29.206245,34.366188,10.627198,-0.23281854,0.325444,,,
55,13,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,IN,Lakshadweep,,10.558459,72.632411,,,2385.0,2024-04-20T19:09,2024.0,4.0,20.0,2024-04-20 19:09:00+00:00,2024-04-20,31.620262,34.36872,12.697153,-0.26838937,-0.1578015,0.14400865,1.8663187,198.92146
56,14,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,VN,Quảng Ngãi,,15.379307,109.095116,,,,2024-08-30T05:50,2024.0,8.0,30.0,2024-08-30 05:50:00+00:00,2024-08-30,31.053295,33.698875,10.512705,-0.21562327,0.17717944,0.22176115,2.4475358,202.40408
57,15,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,VN,Quảng Ngãi,,15.379371,109.095413,,,,2024-08-23T06:54,2024.0,8.0,23.0,2024-08-23 06:54:00+00:00,2024-08-23,28.374187,33.812035,10.463027,-0.30730867,0.6670521,0.4361047,3.3609178,211.44241
58,16,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,PH,Camarines Sur,,13.691023,123.674362,,,31.0,2024-10-27T19:03,2024.0,10.0,27.0,2024-10-27 19:03:00+00:00,2024-10-27,29.74734,34.064564,10.83183,0.15323928,0.07367238,,,
59,17,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,AE,Dubay,,25.026684,55.082694,,,6697.0,2024-10-06T11:24:21,2024.0,10.0,6.0,2024-10-06 11:24:21+00:00,2024-10-06,,,,,,,,
60,18,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,ID,Sulawesi Tengah,,-1.392706,120.737869,,,1903.0,2024-12-28T13:20,2024.0,12.0,28.0,2024-12-28 13:20:00+00:00,2024-12-28,,,,,,,,
61,210,"Pampus argenteus (Euphrasen, 1788)",2397682,,,,,Adult,PRESENT,ASIA,TH,Chanthaburi,,12.619717,102.094189,,,,2024-07-01T16:33:04,2024.0,7.0,1.0,2024-07-01 16:33:04+00:00,2024-07-01,,,,,,1.4325064,1.5513825,196.55351
62,211,"Pampus cinereus (Bloch, 1795)",2397674,,,,,,PRESENT,ASIA,ID,Jawa Barat,,-7.713099,108.500387,,,22.0,2024-11-17T07:55:52,2024.0,11.0,17.0,2024-11-17 07:55:52+00:00,2024-11-17,29.763859,34.067287,10.463024,-0.047298316,-0.012541686,,,
63,541,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,IN,Kerala,,8.987037,76.522063,,,31262.0,2024-01-05T15:34:22,2024.0,1.0,5.0,2024-01-05 15:34:22+00:00,2024-01-05,29.683296,33.612003,9.172673,-0.07294558,0.092194,0.16940515,1.5976359,202.93877
64,542,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,KH,Kaôh Kong,,10.720888,103.205539,,,31179.0,2024-01-09T10:21:05,2024.0,1.0,9.0,2024-01-09 10:21:05+00:00,2024-01-09,29.67211,31.159678,10.631664,0.083712526,-0.16204588,0.2044162,1.8695627,203.29341
65,543,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,VN,Khanh Hoa Province,,10.936,108.287,,,,2024-01-27,2024.0,1.0,27.0,2024-01-27 00:00:00+00:00,2024-01-27,25.131285,33.476696,7.904355,-0.08738876,-0.10211833,,,
66,544,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.141545,34.783099,,,,2024-01-16,2024.0,1.0,16.0,2024-01-16 00:00:00+00:00,2024-01-16,20.184677,38.37737,27.937193,0.081367135,0.062295444,0.1693488,1.2899143,220.13258
67,545,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.202525,34.794707,,,,2024-01-16,2024.0,1.0,16.0,2024-01-16 00:00:00+00:00,2024-01-16,,,,,,0.1693488,1.2899143,220.13258
68,546,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.028733,34.708647,,,,2024-01-16,2024.0,1.0,16.0,2024-01-16 00:00:00+00:00,2024-01-16,,,,,,,,
69,547,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,TH,Phangnga,,8.771974,98.283547,,,31271.0,2024-02-12T04:49,2024.0,2.0,12.0,2024-02-12 04:49:00+00:00,2024-02-12,30.175316,32.261757,7.0,0.01974813,-0.014011379,,,
70,548,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,TW,,,23.789573,121.623615,,,30154.0,2024-02-02T09:33,2024.0,2.0,2.0,2024-02-02 09:33:00+00:00,2024-02-02,25.061522,34.409367,12.581109,-0.11799876,-0.1273567,,,
71,549,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.001072,34.719696,,,,2024-02-07,2024.0,2.0,7.0,2024-02-07 00:00:00+00:00,2024-02-07,,,,,,,,
72,550,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.240656,34.785103,,,,2024-02-26,2024.0,2.0,26.0,2024-02-26 00:00:00+00:00,2024-02-26,18.092516,36.833675,10.55678,0.0005487801,-0.08220737,0.7532782,5.021706,239.20433
73,551,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,31.758305,34.595754,,,,2024-02-07,2024.0,2.0,7.0,2024-02-07 00:00:00+00:00,2024-02-07,17.67844,36.536762,11.02804,0.10657093,0.029645285,0.10124115,1.0972273,227.66856
74,552,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,31.699436,34.561382,,,,2024-02-07,2024.0,2.0,7.0,2024-02-07 00:00:00+00:00,2024-02-07,,,,,,0.10124115,1.0972273,227.66856
75,553,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.216362,34.807204,,,,2024-02-10,2024.0,2.0,10.0,2024-02-10 00:00:00+00:00,2024-02-10,,,,,,0.44755104,3.0642884,231.0401
76,554,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.793177,34.956797,,,,2024-03-10,2024.0,3.0,10.0,2024-03-10 00:00:00+00:00,2024-03-10,18.278255,37.54171,11.547208,0.17385945,0.16453318,,,
77,555,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.752615,34.954818,,,,2024-03-30,2024.0,3.0,30.0,2024-03-30 00:00:00+00:00,2024-03-30,19.160479,37.938213,8.968298,0.07008418,0.016840987,,,
78,556,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.807797,34.963259,,,,2024-03-10,2024.0,3.0,10.0,2024-03-10 00:00:00+00:00,2024-03-10,18.294106,37.845177,11.823028,0.18088096,0.021963697,,,
79,557,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.154566,34.791074,,,,2024-03-13,2024.0,3.0,13.0,2024-03-13 00:00:00+00:00,2024-03-13,18.6271,37.20659,12.934026,0.07383565,0.045702316,0.43764067,3.3998718,235.56538
80,558,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.862597,34.975269,,,,2024-03-05,2024.0,3.0,5.0,2024-03-05 00:00:00+00:00,2024-03-05,18.186827,38.156895,14.454299,0.1357467,0.020642512,,,
81,559,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,ID,Nusa Tenggara Timur,,-8.26373,124.598122,,,31287.0,2024-04-24T16:52,2024.0,4.0,24.0,2024-04-24 16:52:00+00:00,2024-04-24,,,,,,,,
82,560,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,TH,Chanthaburi,,12.682513,102.193023,,,31069.0,2024-04-27T05:47:29,2024.0,4.0,27.0,2024-04-27 05:47:29+00:00,2024-04-27,,,,,,,,
83,561,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,PH,Oriental Mindoro,,13.404027,120.930268,,,31020.0,2024-04-25T13:31:02,2024.0,4.0,25.0,2024-04-25 13:31:02+00:00,2024-04-25,,,,,,,,
84,562,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.264495,34.823732,,,,2024-04-24,2024.0,4.0,24.0,2024-04-24 00:00:00+00:00,2024-04-24,,,,,,0.3803541,3.373942,232.36049
85,563,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.537886,34.892521,,,,2024-04-15,2024.0,4.0,15.0,2024-04-15 00:00:00+00:00,2024-04-15,,,,,,,,
86,564,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Adult,PRESENT,ASIA,TH,Rayong,,12.728116,101.644611,,,31069.0,2024-05-30T06:01:05,2024.0,5.0,30.0,2024-05-30 06:01:05+00:00,2024-05-30,,,,,,,,
87,565,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,PH,Camarines Sur,,13.939959,123.656379,,,30994.0,2024-06-11T17:41,2024.0,6.0,11.0,2024-06-11 17:41:00+00:00,2024-06-11,,,,,,0.13556154,1.720199,199.43166
88,566,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,TH,Chanthaburi,,12.686389,102.121346,,,31069.0,2024-07-01T06:44:33,2024.0,7.0,1.0,2024-07-01 06:44:33+00:00,2024-07-01,,,,,,,,
89,567,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,SG,East,,1.382545,103.911901,,,31447.0,2024-07-06T12:49,2024.0,7.0,6.0,2024-07-06 12:49:00+00:00,2024-07-06,,,,,,,,
90,568,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,SG,East,,1.297114,103.970123,,,31447.0,2024-07-06T10:56,2024.0,7.0,6.0,2024-07-06 10:56:00+00:00,2024-07-06,30.65176,31.71663,14.265211,0.0024070272,0.018961955,0.60656357,2.7569804,206.53093
91,569,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,SG,East,,1.302466,103.824817,,,31447.0,2024-07-06T12:19,2024.0,7.0,6.0,2024-07-06 12:19:00+00:00,2024-07-06,,,,,,0.6269494,2.6976705,207.66501
